"","Sample_1_1","Sample_1_2","Sample_1_3","Sample_1_4","Sample_2_1","Sample_2_2","Sample_2_3","Sample_2_4"
"ENSG00000233186",0,0,0,0,0,0,0,0
"ENSG00000106804",34,55,31,34,17,17,10,25
"ENSG00000229268",0,0,0,0,0,0,0,0
"ENSG00000235533",0,0,0,0,0,0,0,0
"ENSG00000223568",0,0,0,0,0,0,0,0
"ENSG00000213954",0,0,0,0,0,0,0,0
"ENSG00000147862",309,621,471,461,13,10,9,6
"ENSG00000288876",0,0,0,0,0,0,0,2
"ENSG00000229897",4,4,2,4,7,1,6,5
"ENSG00000165138",174,252,192,164,81,96,90,112
"ENSG00000285706",3,5,1,1,0,1,5,5
"ENSG00000119514",13,29,21,25,13,6,4,2
"ENSG00000229338",0,0,0,0,0,0,0,0
"ENSG00000292223",0,0,0,0,0,0,0,0
"ENSG00000290645",0,0,0,0,0,0,0,0
"ENSG00000188312",26,44,20,31,26,16,22,21
"ENSG00000171505",0,0,0,0,0,0,0,0
"ENSG00000171501",0,0,0,0,0,0,0,0
"ENSG00000136939",0,0,0,0,0,0,0,0
"ENSG00000171459",0,0,0,0,0,0,0,0
"ENSG00000232387",1,1,2,0,3,4,3,1
"ENSG00000148215",0,0,0,0,0,0,0,0
"ENSG00000290769",0,1,0,0,1,0,1,2
"ENSG00000171102",0,0,0,0,0,0,0,0
"ENSG00000197859",27,22,19,15,54,56,74,69
"ENSG00000123453",38,53,39,39,13,16,17,21
"ENSG00000160293",780,1184,749,726,922,954,1129,966
"ENSG00000196363",312,483,316,312,414,376,384,324
"ENSG00000221676",0,0,1,0,2,0,0,1
"ENSG00000273473",1,3,2,2,5,0,2,2
"ENSG00000283378",0,2,2,3,0,1,1,3
"ENSG00000276522",0,0,0,0,0,0,0,0
"ENSG00000277109",0,0,0,0,0,0,0,0
"ENSG00000238933",0,0,0,0,0,0,0,0
"ENSG00000231454",0,0,0,0,0,0,0,0
"ENSG00000127080",46,50,46,61,61,73,43,52
"ENSG00000107140",922,1262,754,720,1403,1328,1476,1223
"ENSG00000148225",76,120,84,65,102,86,77,100
"ENSG00000148358",1459,2214,1702,1615,1345,1101,1197,936
"ENSG00000125482",141,159,140,155,168,165,195,127
"ENSG00000188523",39,64,38,42,0,0,0,0
"ENSG00000252521",0,0,0,0,0,0,0,0
"ENSG00000125492",0,2,1,2,2,2,2,0
"ENSG00000169692",223,313,279,264,7,11,14,8
"ENSG00000106771",904,1463,1033,958,718,621,754,513
"ENSG00000095203",216,333,296,262,240,299,337,292
"ENSG00000237124",0,0,0,0,0,0,0,0
"ENSG00000207329",0,0,0,0,0,0,0,0
"ENSG00000180071",15,30,24,22,66,53,64,54
"ENSG00000290907",1,2,2,4,10,6,13,6
"ENSG00000185920",221,368,258,248,677,461,458,452
"ENSG00000148120",188,241,223,234,45,33,26,48
"ENSG00000106686",48,51,35,40,39,32,32,16
"ENSG00000288556",0,0,0,0,0,0,0,0
"ENSG00000274516",0,0,0,0,0,0,0,0
"ENSG00000274583",0,0,0,0,0,0,0,0
"ENSG00000275628",0,0,0,0,0,0,0,0
"ENSG00000293090",0,0,0,0,0,0,0,0
"ENSG00000293104",1,5,4,3,2,4,2,7
"ENSG00000235330",0,0,0,0,0,0,0,0
"ENSG00000293144",0,0,0,0,0,0,0,0
"ENSG00000277024",0,0,0,0,0,0,0,0
"ENSG00000293163",0,0,0,0,0,0,0,0
"ENSG00000233820",1,0,1,0,0,0,0,0
"ENSG00000237984",0,0,0,0,0,0,0,0
"ENSG00000293199",5,7,6,8,11,7,12,1
"ENSG00000228376",0,0,0,0,0,0,0,0
"ENSG00000231909",0,0,0,0,0,0,0,0
"ENSG00000293266",0,0,0,0,0,0,0,0
"ENSG00000236252",0,0,0,0,0,0,0,0
"ENSG00000293277",0,0,0,0,0,0,0,0
"ENSG00000275026",0,0,0,0,0,0,0,0
"ENSG00000293304",0,1,0,0,0,0,0,0
"ENSG00000276128",0,0,0,0,0,0,0,0
"ENSG00000293321",0,0,0,0,1,0,0,0
"ENSG00000242111",0,0,0,0,0,0,0,0
"ENSG00000226752",1,2,0,2,2,2,1,0
"ENSG00000197724",937,1454,933,871,1667,1213,1442,1254
"ENSG00000204291",15,3,20,19,6,16,11,26
"ENSG00000188959",0,2,0,0,0,1,0,1
"ENSG00000136810",667,855,676,767,647,619,814,637
"ENSG00000204193",0,0,0,0,0,0,0,0
"ENSG00000206658",0,0,0,0,0,0,0,0
"ENSG00000263575",0,0,0,0,0,0,0,0
"ENSG00000137040",494,647,536,554,718,527,592,429
"ENSG00000228739",0,0,0,0,0,0,0,0
"ENSG00000280094",0,0,0,0,0,0,0,0
"ENSG00000288570",0,0,0,0,0,0,0,0
"ENSG00000136854",2915,4189,2965,2883,5478,4827,5605,4726
"ENSG00000106991",11,23,9,15,5,5,8,10
"ENSG00000137077",0,0,0,0,0,0,0,0
"ENSG00000106799",1281,1834,1374,1366,985,885,913,671
"ENSG00000165699",619,889,651,580,919,853,866,730
"ENSG00000136928",420,716,421,487,877,893,1039,907
"ENSG00000107201",7,11,7,4,10,11,8,2
"ENSG00000288684",0,0,0,0,0,0,0,0
"ENSG00000223440",0,0,0,0,0,0,0,0
"ENSG00000237274",0,0,0,0,0,0,0,0
"ENSG00000137033",0,0,1,0,0,0,0,0
"ENSG00000228132",0,0,0,0,0,0,0,0
"ENSG00000178445",175,232,198,168,153,138,187,162
"ENSG00000206147",0,0,0,0,0,0,0,0
"ENSG00000266863",0,0,1,0,0,0,0,0
"ENSG00000229057",0,0,0,0,2,0,0,0
"ENSG00000231381",0,0,1,1,0,1,0,0
"ENSG00000107077",204,256,218,218,217,183,277,200
"ENSG00000231108",0,0,0,0,0,0,0,0
"ENSG00000256968",0,0,2,1,0,0,0,0
"ENSG00000230581",4,2,1,0,1,0,0,0
"ENSG00000224972",0,0,0,0,0,0,0,1
"ENSG00000285688",1,0,0,0,0,0,1,0
"ENSG00000230207",25,38,22,35,38,20,33,24
"ENSG00000178654",0,0,0,0,0,0,0,0
"ENSG00000273056",0,3,1,2,0,3,4,4
"ENSG00000137038",278,362,289,299,315,255,297,258
"ENSG00000232086",0,0,0,0,0,0,0,0
"ENSG00000223966",0,0,0,0,0,0,0,0
"ENSG00000255585",0,2,0,0,0,0,0,0
"ENSG00000207693",0,0,0,0,0,0,1,0
"ENSG00000148408",787,1174,744,637,994,1064,1066,944
"ENSG00000276388",0,1,0,0,0,0,0,0
"ENSG00000159247",0,0,0,0,0,0,0,0
"ENSG00000278130",0,0,0,1,0,0,0,0
"ENSG00000233013",0,0,0,0,0,0,0,0
"ENSG00000223256",0,0,0,0,0,0,0,0
"ENSG00000250210",0,0,0,0,0,0,0,0
"ENSG00000286255",0,0,0,0,0,0,0,0
"ENSG00000204711",1,0,0,3,0,0,0,0
"ENSG00000241174",0,0,0,0,0,0,0,0
"ENSG00000083067",36,90,52,59,369,180,197,147
"ENSG00000135048",1063,1627,1186,1066,1068,635,732,598
"ENSG00000271166",0,0,0,0,0,0,0,0
"ENSG00000107362",219,250,198,203,301,243,271,196
"ENSG00000200922",0,0,0,0,0,1,0,0
"ENSG00000155621",100,146,93,114,113,92,104,107
"ENSG00000236060",2,0,0,1,0,0,0,0
"ENSG00000204669",0,0,0,0,0,0,0,0
"ENSG00000224820",0,0,0,0,0,0,0,0
"ENSG00000182150",359,532,427,339,584,435,513,360
"ENSG00000165072",21,26,39,26,0,0,0,0
"ENSG00000222465",0,0,0,0,0,0,0,0
"ENSG00000236801",26,31,47,29,38,15,30,26
"ENSG00000254571",0,0,0,0,0,0,0,0
"ENSG00000293609",0,0,0,0,0,0,0,0
"ENSG00000221844",0,0,0,0,0,0,0,0
"ENSG00000236701",0,0,0,0,0,0,0,0
"ENSG00000212454",0,0,0,0,0,0,0,0
"ENSG00000223368",0,0,0,0,0,0,0,0
"ENSG00000227809",0,0,0,0,0,0,0,0
"ENSG00000198963",50,62,54,58,55,78,84,77
"ENSG00000286944",0,0,0,0,0,0,0,0
"ENSG00000119121",14,12,11,8,2,5,5,1
"ENSG00000202217",0,0,0,0,0,0,0,0
"ENSG00000270954",2,0,0,0,0,0,0,0
"ENSG00000252758",0,0,0,0,0,0,0,0
"ENSG00000224297",0,0,0,0,0,0,0,0
"ENSG00000135045",123,177,107,148,215,189,229,177
"ENSG00000156017",86,114,94,71,79,88,76,60
"ENSG00000229587",2,2,1,6,4,5,7,6
"ENSG00000278040",0,0,0,0,0,0,0,1
"ENSG00000080608",84,94,83,87,74,63,82,65
"ENSG00000290482",0,0,1,0,0,0,1,0
"ENSG00000288949",0,0,1,0,0,1,0,1
"ENSG00000228352",0,2,0,0,0,2,0,0
"ENSG00000286782",11,7,3,6,8,10,10,1
"ENSG00000288571",0,0,1,1,0,1,0,2
"ENSG00000266255",0,0,0,0,0,0,0,0
"ENSG00000264922",0,0,0,0,0,0,0,0
"ENSG00000265368",0,0,0,0,0,0,0,0
"ENSG00000290881",0,0,0,0,0,0,0,0
"ENSG00000233884",0,0,0,0,0,0,0,0
"ENSG00000290882",0,0,0,0,0,0,0,0
"ENSG00000234055",0,0,0,0,0,1,0,2
"ENSG00000224307",0,0,0,0,2,1,0,0
"ENSG00000233901",2,7,4,4,4,1,1,2
"ENSG00000148335",136,154,119,119,83,82,95,98
"ENSG00000179058",16,15,8,11,9,4,2,2
"ENSG00000148331",380,524,343,343,445,334,358,334
"ENSG00000167157",10,17,4,5,0,0,0,4
"ENSG00000276291",0,0,2,0,0,0,1,0
"ENSG00000277778",0,0,0,0,0,0,0,0
"ENSG00000273514",0,0,0,0,0,1,7,4
"ENSG00000215126",16,19,18,9,34,40,40,28
"ENSG00000265194",3,6,2,0,4,3,4,4
"ENSG00000235106",605,816,556,596,567,436,470,410
"ENSG00000169925",806,1209,930,879,1163,959,1090,1005
"ENSG00000235138",7,2,5,6,4,1,2,4
"ENSG00000271525",0,0,0,0,0,0,0,0
"ENSG00000165282",298,406,311,301,162,125,115,85
"ENSG00000165802",4532,6334,4911,5169,4221,3792,3805,3472
"ENSG00000095397",235,354,332,232,125,180,283,238
"ENSG00000225693",1,1,1,0,1,1,0,0
"ENSG00000086061",2956,3579,2843,3340,3226,3069,3613,2637
"ENSG00000122692",620,821,612,702,656,550,656,480
"ENSG00000086062",210,352,279,252,25,24,32,17
"ENSG00000127081",154,253,201,189,286,263,230,180
"ENSG00000236394",0,2,0,1,1,0,0,1
"ENSG00000231864",0,0,0,0,0,0,0,0
"ENSG00000176978",399,596,444,389,87,103,64,61
"ENSG00000275549",0,0,1,0,1,0,0,0
"ENSG00000165030",270,349,237,270,268,255,352,266
"ENSG00000228595",0,0,0,0,0,0,0,0
"ENSG00000266855",0,0,0,0,0,0,0,0
"ENSG00000283351",0,0,0,0,0,0,0,0
"ENSG00000120235",0,0,0,1,0,0,0,0
"ENSG00000232281",0,0,0,0,0,0,0,0
"ENSG00000236637",0,0,0,0,0,0,0,0
"ENSG00000226597",0,0,0,0,0,0,1,0
"ENSG00000214042",0,0,0,0,0,0,0,0
"ENSG00000186803",0,0,0,0,0,0,0,0
"ENSG00000223684",0,0,0,0,0,0,0,0
"ENSG00000147885",0,0,0,0,0,0,0,0
"ENSG00000198642",969,1408,1078,1156,1288,1104,1110,821
"ENSG00000165092",536,643,664,788,0,0,1,0
"ENSG00000228024",0,0,0,0,0,0,0,0
"ENSG00000135046",790,1097,1073,1259,12,1,6,4
"ENSG00000136936",68,101,63,80,109,88,92,85
"ENSG00000214417",0,0,0,0,0,1,0,0
"ENSG00000260677",0,0,0,0,0,0,0,0
"ENSG00000178919",0,1,0,2,0,0,0,0
"ENSG00000136932",50,65,44,85,62,54,34,40
"ENSG00000201830",0,1,0,0,0,0,0,0
"ENSG00000287070",0,1,2,1,1,1,0,0
"ENSG00000136929",0,0,0,0,0,0,0,0
"ENSG00000199483",0,0,0,0,0,0,0,0
"ENSG00000148057",11,19,13,11,21,15,9,10
"ENSG00000135018",1453,2163,1444,1569,1857,1517,1822,1341
"ENSG00000175787",61,70,52,42,111,104,88,78
"ENSG00000290579",0,0,0,0,0,1,0,0
"ENSG00000293735",0,0,0,0,0,0,0,0
"ENSG00000293747",0,0,0,0,0,0,0,0
"ENSG00000293750",0,0,0,0,0,0,0,0
"ENSG00000237372",0,0,0,0,0,0,0,0
"ENSG00000237073",0,0,0,0,0,0,0,0
"ENSG00000293785",0,0,0,0,0,0,0,0
"ENSG00000226206",0,0,0,0,0,0,0,0
"ENSG00000293607",0,0,0,0,0,0,0,0
"ENSG00000293821",0,0,0,0,0,0,0,0
"ENSG00000293823",0,0,0,0,0,0,0,0
"ENSG00000293848",0,0,0,0,0,0,0,0
"ENSG00000227355",3,3,2,1,3,1,2,0
"ENSG00000293857",0,0,0,0,0,0,0,0
"ENSG00000236507",0,0,0,0,0,0,0,0
"ENSG00000293877",0,0,0,0,0,0,0,0
"ENSG00000293892",0,0,0,0,0,0,0,0
"ENSG00000293896",0,0,0,0,0,0,0,0
"ENSG00000239593",1,1,0,2,0,0,0,0
"ENSG00000293912",0,0,0,0,0,0,0,0
"ENSG00000293923",1,0,0,0,0,0,0,0
"ENSG00000293924",0,6,0,0,2,0,0,0
"ENSG00000293938",0,0,0,0,0,3,0,1
"ENSG00000293940",0,0,0,0,0,0,0,0
"ENSG00000293945",5,8,1,3,12,12,3,4
"ENSG00000293946",0,0,0,0,3,0,0,1
"ENSG00000293963",0,0,0,0,0,0,0,0
"ENSG00000294012",0,0,0,0,0,0,0,0
"ENSG00000294023",0,0,0,0,0,0,0,0
"ENSG00000294077",0,0,0,0,0,0,0,0
"ENSG00000232939",0,0,0,1,0,0,0,0
"ENSG00000294099",2,0,0,1,2,1,0,3
"ENSG00000294102",0,0,0,0,0,0,0,0
"ENSG00000232998",0,0,0,0,0,0,0,0
"ENSG00000294138",0,0,0,0,0,0,0,0
"ENSG00000294170",0,0,0,0,0,0,1,0
"ENSG00000294173",0,0,0,0,0,0,0,0
"ENSG00000290924",10,16,15,10,22,25,21,21
"ENSG00000294190",0,0,0,0,0,1,0,0
"ENSG00000294236",0,0,1,0,0,1,0,1
"ENSG00000294238",0,0,0,0,0,0,0,0
"ENSG00000294269",0,0,1,0,0,0,1,0
"ENSG00000236668",0,0,0,0,0,0,0,0
"ENSG00000294309",0,0,0,0,1,0,0,0
"ENSG00000294316",0,0,0,0,0,0,0,0
"ENSG00000294323",0,0,0,0,0,0,0,0
"ENSG00000229697",0,0,0,0,0,0,0,0
"ENSG00000235659",0,0,0,0,0,1,0,1
"ENSG00000294371",0,0,0,0,0,0,0,0
"ENSG00000294398",0,0,0,0,0,0,0,0
"ENSG00000294401",4,0,0,0,3,0,0,0
"ENSG00000294419",0,0,0,0,0,0,0,0
"ENSG00000294427",0,0,0,0,0,0,0,0
"ENSG00000294444",1,1,0,1,0,0,1,0
"ENSG00000235481",4,18,9,5,4,4,8,1
"ENSG00000294502",0,0,0,0,0,0,0,0
"ENSG00000294505",0,0,1,0,0,0,1,1
"ENSG00000294527",0,0,0,0,0,0,0,0
"ENSG00000294531",4,5,3,5,0,0,0,0
"ENSG00000290970",0,0,0,0,0,0,0,0
"ENSG00000294561",0,0,0,0,0,0,0,0
"ENSG00000290588",6,9,4,4,2,7,4,3
"ENSG00000261094",23,46,31,23,35,49,34,35
"ENSG00000294571",0,0,0,0,0,0,0,0
"ENSG00000294585",2,1,1,0,1,1,0,1
"ENSG00000286718",2,0,0,0,0,0,0,0
"ENSG00000294653",0,0,0,0,0,0,0,0
"ENSG00000271086",20,24,15,25,19,17,17,8
"ENSG00000294750",0,2,0,0,0,1,0,3
"ENSG00000287955",0,1,0,0,0,0,1,1
"ENSG00000284977",0,0,0,1,0,1,0,0
"ENSG00000294793",1,4,1,0,1,2,0,0
"ENSG00000294815",0,0,0,0,0,0,0,0
"ENSG00000234860",0,0,1,0,0,0,1,0
"ENSG00000294829",0,2,0,1,0,0,0,0
"ENSG00000294843",0,0,0,0,0,0,0,0
"ENSG00000294848",1,3,3,8,5,5,5,5
"ENSG00000294872",0,0,0,0,0,0,0,0
"ENSG00000294876",0,0,0,0,0,0,0,0
"ENSG00000286945",0,0,0,0,0,0,0,0
"ENSG00000294888",0,0,0,0,0,1,0,0
"ENSG00000294904",0,0,0,0,0,0,0,0
"ENSG00000294913",0,0,0,0,0,0,0,0
"ENSG00000293608",0,0,0,0,0,0,0,0
"ENSG00000294927",0,0,0,0,0,0,0,0
"ENSG00000294948",0,0,2,0,1,0,0,0
"ENSG00000294949",0,0,0,0,0,0,0,0
"ENSG00000294962",0,0,0,0,0,0,0,0
"ENSG00000204706",20,28,36,31,17,23,16,12
"ENSG00000287514",2,5,7,0,1,0,1,1
"ENSG00000203987",6,1,3,0,3,4,1,1
"ENSG00000231248",0,0,0,0,0,0,0,0
"ENSG00000225626",1,3,2,2,0,0,0,0
"ENSG00000294991",1,0,0,0,0,0,0,0
"ENSG00000295036",3,1,3,0,3,3,2,0
"ENSG00000295037",11,16,9,8,4,7,7,4
"ENSG00000295086",0,2,0,0,0,1,0,0
"ENSG00000295090",1,2,2,0,0,2,2,0
"ENSG00000295109",0,0,0,0,1,1,0,0
"ENSG00000295133",0,4,0,0,0,0,0,0
"ENSG00000295136",0,0,0,0,0,0,0,0
"ENSG00000284612",0,0,0,0,0,0,0,0
"ENSG00000285987",0,1,2,1,0,0,0,0
"ENSG00000295175",0,0,0,0,0,0,0,0
"ENSG00000295192",0,0,0,0,0,0,0,0
"ENSG00000225684",0,0,0,1,0,0,1,1
"ENSG00000260193",10,18,6,7,8,10,8,7
"ENSG00000295241",0,0,0,0,0,0,0,0
"ENSG00000295264",1,0,0,0,0,1,0,1
"ENSG00000295288",0,0,1,0,1,0,2,2
"ENSG00000287769",34,69,44,39,81,54,71,66
"ENSG00000295308",0,0,1,0,0,0,0,0
"ENSG00000273249",4,6,4,7,4,3,8,7
"ENSG00000289220",0,0,0,0,0,0,0,0
"ENSG00000295355",2,2,6,2,6,9,5,9
"ENSG00000295374",0,0,0,0,0,0,0,0
"ENSG00000295401",5,5,5,3,15,4,5,5
"ENSG00000233554",8,5,1,7,3,4,6,4
"ENSG00000295416",0,0,0,0,0,0,0,0
"ENSG00000295424",0,0,0,0,0,0,0,0
"ENSG00000295449",0,0,0,0,0,0,0,0
"ENSG00000236896",0,1,1,1,0,0,0,0
"ENSG00000295526",0,0,0,0,0,0,0,0
"ENSG00000295528",0,0,0,0,0,0,0,0
"ENSG00000295529",0,0,0,0,0,0,0,0
"ENSG00000229312",1,2,0,0,0,0,2,1
"ENSG00000295589",0,0,0,0,0,0,0,0
"ENSG00000295597",1,0,0,0,0,0,0,0
"ENSG00000295637",0,0,1,0,0,0,0,0
"ENSG00000295649",0,0,0,0,0,0,0,0
"ENSG00000295650",0,0,0,0,0,0,0,0
"ENSG00000295651",0,0,0,0,0,0,0,0
"ENSG00000295684",0,0,0,0,0,0,0,0
"ENSG00000295687",0,0,0,0,0,0,0,0
"ENSG00000295713",0,0,0,0,0,0,0,0
"ENSG00000254261",0,0,0,0,0,0,0,0
"ENSG00000295750",0,1,1,0,1,0,1,0
"ENSG00000295812",0,0,0,0,0,0,0,0
"ENSG00000295843",0,0,0,0,0,0,0,0
"ENSG00000295851",2,3,0,1,0,0,0,0
"ENSG00000295856",0,0,0,0,0,0,0,0
"ENSG00000295872",0,0,0,0,0,0,0,0
"ENSG00000290938",2,0,1,2,4,3,0,0
"ENSG00000274893",0,0,0,0,1,0,0,0
"ENSG00000295954",1,0,0,0,0,0,0,0
"ENSG00000295960",1,0,0,0,0,0,0,0
"ENSG00000295981",1,9,3,3,16,16,14,8
"ENSG00000254473",17,31,20,24,18,14,23,11
"ENSG00000291187",0,0,0,0,0,0,0,0
"ENSG00000296031",2,0,0,0,1,1,2,0
"ENSG00000296035",0,0,0,0,0,0,0,0
"ENSG00000296076",0,0,0,0,0,0,0,0
"ENSG00000286536",0,1,0,0,2,0,4,4
"ENSG00000296098",1,2,0,0,0,0,1,0
"ENSG00000296112",0,0,0,0,0,0,1,0
"ENSG00000296202",0,0,0,0,0,0,0,0
"ENSG00000236024",0,0,0,0,0,0,0,0
"ENSG00000296315",0,0,0,0,2,0,1,0
"ENSG00000296343",28,39,29,24,5,2,5,5
"ENSG00000296351",0,1,0,0,0,0,0,1
"ENSG00000296355",0,0,0,0,0,0,0,0
"ENSG00000296366",0,0,0,0,0,1,0,1
"ENSG00000296375",0,0,1,1,0,1,0,2
"ENSG00000296403",0,1,0,0,3,1,8,8
"ENSG00000232211",0,0,0,0,0,0,0,0
"ENSG00000235819",0,0,0,0,1,0,0,0
"ENSG00000296444",0,0,0,0,0,0,0,0
"ENSG00000296465",0,0,0,0,0,0,0,0
"ENSG00000285686",0,0,0,0,0,0,0,0
"ENSG00000296500",0,0,0,0,0,0,0,0
"ENSG00000296507",0,1,1,1,0,0,0,0
"ENSG00000296510",0,4,2,3,0,3,1,0
"ENSG00000286162",6,5,6,7,3,6,4,9
"ENSG00000293075",0,0,0,0,0,0,0,0
"ENSG00000296603",0,0,0,0,0,0,1,0
"ENSG00000296661",0,0,0,0,0,0,0,0
"ENSG00000296683",0,0,0,0,0,0,0,0
"ENSG00000296698",0,0,0,0,0,0,0,0
"ENSG00000296725",0,0,0,0,0,1,2,0
"ENSG00000296740",0,0,0,0,0,1,1,0
"ENSG00000290848",10,13,5,9,23,20,18,15
"ENSG00000296759",0,0,0,0,0,0,0,0
"ENSG00000296795",0,0,0,0,0,0,0,0
"ENSG00000236404",38,62,54,46,76,106,126,76
"ENSG00000296869",0,0,0,0,2,0,0,1
"ENSG00000296890",0,0,0,0,0,0,0,0
"ENSG00000296898",0,0,0,0,0,0,0,0
"ENSG00000237886",13,16,19,8,1,1,0,0
"ENSG00000296941",0,0,0,0,0,0,0,0
"ENSG00000296984",0,0,0,0,0,0,0,0
"ENSG00000297028",7,14,5,10,0,0,0,0
"ENSG00000297063",0,0,0,0,0,0,0,0
"ENSG00000297079",2,9,1,1,0,2,1,0
"ENSG00000297101",0,0,0,0,0,0,0,0
"ENSG00000297108",0,0,0,0,0,0,0,0
"ENSG00000293400",0,0,0,0,0,0,0,0
"ENSG00000297129",0,0,0,0,0,0,0,0
"ENSG00000297139",0,0,0,0,0,0,0,0
"ENSG00000204250",0,0,0,0,0,0,0,0
"ENSG00000297230",0,0,0,0,0,0,0,0
"ENSG00000297241",0,0,0,0,0,1,0,1
"ENSG00000297263",0,0,0,0,0,0,0,0
"ENSG00000297301",0,1,0,0,0,0,0,0
"ENSG00000297325",1,3,1,2,5,3,2,3
"ENSG00000297333",0,0,0,0,0,0,0,0
"ENSG00000297364",0,0,0,0,0,0,0,0
"ENSG00000297431",0,0,0,0,0,0,0,0
"ENSG00000297458",0,0,0,0,0,0,0,0
"ENSG00000297467",2,1,2,1,2,6,7,5
"ENSG00000297470",0,0,0,0,0,0,0,0
"ENSG00000275239",0,1,1,0,0,0,0,0
"ENSG00000297491",0,0,0,0,0,0,0,0
"ENSG00000297510",0,1,0,0,0,0,0,1
"ENSG00000297528",1,0,1,0,0,0,0,1
"ENSG00000297553",0,0,0,0,0,0,0,0
"ENSG00000297562",0,0,0,0,0,0,0,0
"ENSG00000275297",5,4,4,2,10,9,4,7
"ENSG00000297576",0,0,0,0,0,0,0,0
"ENSG00000234676",0,0,0,0,0,0,0,0
"ENSG00000297591",1,0,1,2,1,0,1,2
"ENSG00000276422",0,0,0,0,0,0,0,0
"ENSG00000224935",0,0,0,0,0,0,0,0
"ENSG00000297603",0,0,0,0,0,0,0,0
"ENSG00000236849",0,0,0,3,0,0,0,0
"ENSG00000290923",0,5,6,2,19,13,16,8
"ENSG00000297611",0,0,0,0,0,0,0,0
"ENSG00000232283",0,0,0,0,0,0,0,0
"ENSG00000297621",0,0,0,0,1,0,0,0
"ENSG00000297622",0,0,0,0,0,0,0,0
"ENSG00000297623",0,0,0,0,0,0,0,0
"ENSG00000225376",0,5,4,2,3,4,3,2
"ENSG00000291075",68,115,59,65,110,79,106,85
"ENSG00000297650",0,0,0,0,0,0,0,0
"ENSG00000297663",0,0,0,0,0,0,0,0
"ENSG00000297681",0,0,0,0,0,0,0,0
"ENSG00000297682",0,0,0,0,0,0,3,0
"ENSG00000297687",0,2,0,1,0,0,0,0
"ENSG00000297691",0,0,0,0,0,1,0,0
"ENSG00000297711",5,1,2,7,9,6,1,2
"ENSG00000297716",0,0,0,0,1,1,2,0
"ENSG00000297737",0,0,0,0,0,0,0,0
"ENSG00000297756",0,0,0,0,0,0,0,0
"ENSG00000297757",0,0,0,0,0,0,0,0
"ENSG00000225960",0,0,0,0,0,0,0,0
"ENSG00000261432",0,0,0,0,0,0,0,0
"ENSG00000297825",2,1,0,0,0,0,1,0
"ENSG00000286685",1,0,0,0,0,0,0,2
"ENSG00000297862",3,11,10,2,20,26,8,13
"ENSG00000297880",0,0,0,0,0,0,0,1
"ENSG00000297908",0,0,0,0,0,0,0,0
"ENSG00000297928",0,0,0,0,0,0,0,0
"ENSG00000297978",0,0,0,0,0,0,0,0
"ENSG00000298058",0,0,1,0,0,0,1,0
"ENSG00000298078",0,1,1,0,0,0,2,0
"ENSG00000287329",2,3,1,0,3,0,2,2
"ENSG00000298158",0,4,1,0,1,0,0,1
"ENSG00000298161",0,0,0,0,0,0,0,0
"ENSG00000298163",0,0,0,1,0,2,0,0
"ENSG00000298176",0,0,0,0,0,0,0,0
"ENSG00000288956",0,0,0,1,0,0,1,0
"ENSG00000298190",0,0,1,0,1,0,0,1
"ENSG00000298217",0,0,1,0,0,0,0,0
"ENSG00000298227",34,50,34,42,36,50,44,44
"ENSG00000298241",2,0,0,0,0,0,0,0
"ENSG00000298247",0,0,0,0,0,0,0,0
"ENSG00000298250",0,0,2,0,0,0,0,0
"ENSG00000298257",0,0,0,0,0,0,0,0
"ENSG00000298267",0,0,0,0,0,0,0,0
"ENSG00000298275",0,0,0,0,0,0,0,0
"ENSG00000298303",0,0,0,0,0,0,0,0
"ENSG00000286684",0,0,0,2,1,0,0,0
"ENSG00000236658",0,0,0,1,3,0,3,0
"ENSG00000298333",0,0,0,0,0,0,0,0
"ENSG00000204802",0,2,0,0,2,2,1,0
"ENSG00000298349",0,0,0,0,0,0,0,0
"ENSG00000298354",0,0,0,0,1,1,0,2
"ENSG00000298373",0,0,0,0,0,0,0,0
"ENSG00000298393",0,0,0,0,0,0,0,0
"ENSG00000298414",0,0,0,0,0,0,0,0
"ENSG00000298424",0,0,0,0,0,0,0,0
"ENSG00000236921",0,1,0,0,0,0,0,0
"ENSG00000298449",0,0,0,0,0,0,0,0
"ENSG00000298472",0,0,0,0,1,0,0,0
"ENSG00000298546",0,0,0,0,0,0,0,0
"ENSG00000234779",5,1,4,1,0,0,2,0
"ENSG00000298560",0,1,0,0,0,0,0,0
"ENSG00000298561",0,1,0,0,0,1,0,0
"ENSG00000298572",0,0,0,0,0,0,0,0
"ENSG00000298581",0,0,0,0,0,0,0,0
"ENSG00000290585",1,0,0,0,0,0,0,0
"ENSG00000237419",0,0,1,0,0,0,0,0
"ENSG00000298693",0,0,0,0,0,0,0,0
"ENSG00000298695",1,0,0,0,0,0,0,0
"ENSG00000298710",0,0,0,0,0,0,0,0
"ENSG00000298775",31,44,40,31,26,19,16,30
"ENSG00000298803",0,0,2,0,0,0,0,0
"ENSG00000298893",0,0,0,0,1,0,0,0
"ENSG00000298897",0,0,0,0,0,0,0,0
"ENSG00000236306",0,0,0,0,0,1,0,0
"ENSG00000298912",0,1,3,1,0,0,0,1
"ENSG00000298921",0,3,1,0,2,0,0,2
"ENSG00000298924",0,0,0,0,0,0,2,1
"ENSG00000298953",1,3,0,0,0,0,0,0
"ENSG00000298967",0,0,0,0,0,0,0,0
